,artist,lyrics
198,Jackson Wang,missing
199,Jackson Wang,"I ain’t left the house in three weeksI been on go, I been getting’ too geekedTurn a good girl to a freakHouse a hotel she don’t ever wanna leaveDid too much I can’t peekWork too much I don’t ever get sleepI don’t trust nobodyDon’t bring nobody new around meGo until we blackoutGo until we, go until we, go until weGo GoGo until we, go until weGo go goGo until we blackoutThink it’s time to come back downI don’t wanna come back downI don’t turn my back nowI don’t wanna back outThink it’s time to come back downGo until we blackoutGo until we, go until we, go until weGo GoGo until we, go until weGo go goGo until we blackoutTake me outI’m sinkin’ inNothing else matters whеnI’m deep withinThe only thing we changin’ is positionsSo we go up and black outYеa, I’m up there right nowI look down on the cloudsNo storms to throw me around, aroundEh, ehGo until we blackoutGo until we, go until we, go until weGo GoGo until we, go until weGo go goGo until we blackout"
200,Jackson Wang,"[Chorus]Let it come, oohLet it come, oohStarting brand new chapter from today at dawn, yeahWe gon' make it, I know our sun won't go down, yeahLet it come, oohLet it come, oohStarting brand new chapter from today at dawn, yeahWe gon' make it, I know our sun won't go down, yeah[Verse 1]Keep that addicting smile that you haveYou're my own, no doubt for sure, I mean what I saidGirl, into you now, into you nowWish I could say these words to you beside a fireplace nowHold up, just hold up baby, I ain't no filthy playerYou be the Mara Jade, I'll be your SkywalkerEvery perspective of yours is like a magazine coverHope one day the person I give my ring to is youGirl, we gon', we gon', we gon' gon' reach the paradiseWe are, we know, for you, yeah I will sacrificeGirl, we gon', we gon', we gon' gon' reach the paradiseWe are, we know, for you, yeah I will sacrifice[Chorus]Let it come, oohLet it come, oohStarting brand new chapter from today at dawn, yeahWe gon' make it, I know our sun won't go down, yeahLet it come, oohLet it come, oohStarting brand new chapter from today at dawn, yeahWe gon' make it, I know our sun won't go down, yeah[Verse 3]Get it on my ride, get on my ride, sit back and hold on tightFeeling my vibe, feeling my vibe, I see you in my sightIf you the sun, then I hope to be the planets surrounding youTaking selfies with the satellites while I'm with youRomeo and Juliet but we don't have to split apartGonna hit the bulls eye anyway, believe and throw the dartI cross the amazon, let me bring you back to a brand new journeyStarted from day one, already I'm packed, leave it all down to meGirl, we gon', we gon', we gon' gon' reach the paradiseWe are, we know, for you, yeah I will sacrificeGirl, we gon', we gon', we gon' gon' reach the paradiseWe are, we know, for you, yeah I will sacrifice[Chorus]Let it come, oohLet it come, oohStarting brand new chapter from today at dawn, yeahWe gon' make it, I know our sun won't go down, yeahLet it come, oohLet it come, oohStarting brand new chapter from today at dawn, yeahWe gon' make it, I know our sun won't go down, yeah"
201,Jackson Wang,"[Chorus]Yeah, aite aite aite aite aite aite aiteYou got me feeling like aFeeling like a PapillonAite aite aite aite aite aite aiteFind it, I'll shine like a diamondAite aite aite aite aite aite aiteYou got me feeling like aFeeling like a PapillonAite aite aite aite aite aite aiteFind it, I'll shine like a diamond[Verse 1]Oh lord oh lord I truly feel blessedBeen trapped inside so longBut now I feel blessedI'll break rules like Rick Ross'd be sayingSpit fire like flame tools them burn it allMoney and fame don't define meAin't nobody give a xxxx 'bout a rule that's what I doThe system is the problemIt made a new meKingdom of freedomNow I'm run by me[Refrain]All they care about is profitNah they don't see meHustling with my crew all day faithfullyDon't try pull me over for that penaltyDon't try to kill my vibe, follow me[Pre-Chorus]Team Wang do it I'mma stay up on my grindI'm living feeling like a classic PapillonTeam Wang do it I'mma stay up on my grindI'm living feeling like a classic Papillon"
202,Jackson Wang,"I keep drinking your poisonAnd I don’t know whyI don’t know whyI know you see me fallin’No, I don’t know whyI don’t know whyI been stalking you all nightI know you’ve got him in your sightBut I don’t careCause I'm still drinking all aloneIt’s so hard to sit and lookWhile my girl is getting tookI guess it’s bye for the nightCauseI keep drinking your poisonAnd I don’t know whyI don’t know whyI know you see me fallin’No, I don’t know whyI don’t know whyI might not be Mr. RightI play back the whole damn nightIt ain’t fairYou left me drinking all aloneI don’t care how odd this looksCause I’m still misunderstoodI’ll be fine for the nightCauseI keep drinking your poisonAnd I don’t know whyI don’t know whyI know you see me fallin’No, I don’t know whyI don’t know whyTake me back when the bottle was fullIt made me look like a fool, yeaTake me back when the bottle was full, yeaI should’ve just stood up babyBut I been introverted latelyYou sending texts but acting crazyWhile it could be all amazing so intoxicating"
203,Jackson Wang,"[Intro]I'm BOYTOY that's my chance, oh[Chorus]Live off you, live off you'Cause you're mineOxygenLive off you, live off you'Cause you're mineOxygen[Verse 1]I'm topless walking on the frontline with no ammoI know I might get shot but I still go though (Go though)Go hard, go hard, go hard in beast modeAll I wish is the clock be ticking in slow moIn a room with no exit not expecting things to be like thisTime keeps passing by I'm just gonna slowly close my eyesCan't breathe for now I might die, just hoping you'll be mineCome back to my life, come back to my life, ayy[Chorus]Live off you, live off you'Cause you're mineOxygenLive off you, live off you'Cause you're mineOxygenLive off you, live off you'Cause you're mineOxygenLive off you, live off you'Cause you're mineOxygen[Verse 2]Dive so deep in the ocean, yeahI ain't no life vest protection, yeahA hundred meters down below, even when it's a hundred hours longNothing matters anymore when I went down thereStaying by my side we can conquer, yeahMaybe I can be your AquamanUnderwater we can travel everywhereRiding on the road, ain't got no traffic lights (Yeah, yeah, yeah, yeah)Vibing out all night long be my miss right (Miss right)Deep in your shadows I dive, want you to be in my life'Cause I, 'cause I, 'cause I live off you"
204,Jackson Wang,missing
205,Jackson Wang,missing
206,Jackson Wang,Bout to send the pin to your phone nowBaby let me know you on the wayHad a long day but I’m home nowYou know I can’t wait to see your faceYou the truth ooh oohHow are youHow are you ooh oohYou don’t gotta pack your bag so soonWon’t you stay another nightAll I really wanna do is hold youSay that you’ll be mineI want you to live in my bedI want you to live in my my bedYou already live in my my headLive inside my heart insteadI want you to live in my bedI want you to live in my bedYou already live in my headLive inside my heart insteadYou can feel my heart about to flat lineEvery time your kiss is on my mindI keep checkin' on your status and your timе lineEverywherе you goEverywhere you goYou the truthYou the truth (ooh ooh)How are youHow are you (ooh ooh)You don’t gotta pack your bag so soonWon’t you stay another nightAll I really wanna do is hold youSay that you’ll be mineI want you to live in my bedI want you to live in my bedYou already live in my headLive inside my heart insteadI want you to live in my bedI want you to live in my bedYou already live in my headLive inside my heart instead
207,Jackson Wang,missing
208,Jackson Wang,"[Chorus]Bought a tequila on the rocks, ayyCouple shots, I couldn't stop, ayyAll I could think about was youAll I think about is youStumbling, about to drop, ayy, yeahMore shots, couldn't stop, ayy, yeahAll I could think about was youAll I think about is you[Verse 1]¿Que tal mami? Where you been though? YeahI see your passe kinda cutthroat, yeahBut I ain't tryna start an uproar, yeahBut you're the one I saved my love for, yeahBut your family never bought it, yeahNow your brothers try to stop me, yeahWhat the hell did I get into? YeahWhen all I want is to be with you, yeahGot my problems on my mind like all nightDrinking, just tryna get my head rightCouldn't see the signs like a red lightBefore I pour it down, I'll say[Chorus]Bought a tequila on the rocks, ayyCouple shots, I couldn't stop, ayyAll I could think about was youAll I'd think about is youStumbling, about to drop, ayy, yeahMore shots, couldn't stop, ayy, yeahAll I could think about was youAll I'd think about is you[Verse 2]Taking shots just to numb the pain'Cause it hurts when I hear your nameI don't even wanna close my eyes'Cause you're the one I see when I dream at nightI wish I could let the feelings fade'Cause it's killing me to live this wayI wish that we never said goodbyeI would die to see you one last time[Chorus]Bought a tequila on the rocks, ayyCouple shots, I couldn't stop, ayyAll I could think about was youAll I think about is youStumbling, about to drop, ayy, yeahMore shots, couldn't stop, ayy, yeahAll I could think about was youAll I think about is you"
209,Jackson Wang,"Hanzi (Original)[Verse 1]Blazing up all night, woah不管有多無奈一直等待無所謂I'll be okay我知道你只在乎虛偽的一面I should let it go 但我一直在想念You don't have to go far away 再看不見Okay[Pre-Chorus]I told myself that I'll be okay無所謂每天擦乾眼淚All night 只剩下自己面對I'm on my own就說服自己 like[Hook]I'm feeling good right nowI'm feeling good right now(Good right now)I'm feeling good right nowI'm feeling good right now(Skrrt, skrrt)I'm feeling good right nowI'm feeling good right now(I feel good, I feel good)I'm feeling good right nowI'm feeling good right now(Good right now)[Verse 2]Man, my vision is blurryI know you out of my zone girlMe captain, you are my ferryNow sailing all alone girlMy life is blindfolded locked up in your shadowsYour live with me cropped out of the photosThink I don't knowGirl why you gotta be like this?Yeah I'm fine, I'm fine, I'm fineI tried to get you backTo what it takes but you turned your back on me, on meAlright, alrightTold myself that I'll be okayDon't worry I'm feeling good right nowI'm feeling good right now"
210,Jackson Wang,"[Intro: Jackson Wang,  boytoy ]I'm boytoy what’s my chanceGO!GO!Jackson[Verse 1: Jackson Wang]Look open that XRiding with the flow nowTry the new mixGetting ready pour a bottle X on meHaving shower make it rain super X on meGon get it朋友聚在一起想了半天 到底点什么啤酒喝纠结这么久 根本不快乐因为餐牌上下 根本没有Super XAlready know[Bridge]MmmPopping that X nowWhy you hesitate on choosing that tasteWhy you wanna stress out 累不累Tell them asap来个 Super X[Chorus]Gon get it get itGon get it get itGon get that XGon get it get itGon get it get itGon get that XGon get it get itGon get it get itGon get that XGon get it get itGon get it get itGon get that X[Verse 2]Wow walking in my X zoneNo more time to lose busy talking on my XphoneFlying to the worldNot the Superman call me X manSuper X crossing with my team WangI made it家人聚在一起好不容易聚在一起吃个团年饭花了半天爸妈看着那个餐单No super X那么换个地方 gon get it oh"
211,Jackson Wang,missing
212,Joji,"[Verse 1]Swear I couldn't sleep a wink last nightNo point in turning off the lightsNot the same without your head on my shouldersGrowing pains, but I don't wanna get olderAlmost like we left it all on readCouple feelings never laid to restDidn't know that the party was overAnd it's true that I need you here closer[Pre-Chorus]Burning photosHad to learn to let goI used to beSomebody in another skin (Another skin)[Chorus]I heard that you're happy without meAnd I hope it's true (I hope, I hope it's true)It kills me a little, that's okay'Cause I'd die for youYou know I'd still die for you[Verse 2]I hopе you're getting evеrything you neededFound the puzzle piece and feel completedJust wanted you to know every reasonHope you really know that I mean thatI couldn't see the forest from the treesOnly time we speak (Only time we speak)Is in my dreams[Pre-Chorus]Burning photosHad to learn to let goI used to beSomebody in another skin (Another skin)[Chorus]I heard that you're happy without meAnd I hope it's true (I hope, I hope it's true)It kills me a little, that's okay'Cause I'd die for youYou know I'd still die for you"
213,Joji,"[Verse 1]She'd take the world off my shouldersIf it was ever hard to moveShe'd turn the rain to a rainbowWhen I was living in the blueWhy then, if she's so perfectDo I still wish that it was you?Perfect don't mean that it's workin'So what can I do? (Ooh)[Pre-Chorus]When you're out of sightIn my mind[Chorus]'Cause sometimes, I look in her eyesAnd that's where I find a glimpse of usAnd I try to fall for her touchBut I'm thinkin' of the way it wasSaid I'm fine and said I moved onI'm only here passing time in her armsHopin' I'll find a glimpse of us[Verse 2]Tell me he savors your gloryDoes he laugh the way I did?Is this a part of your story?One that I had never livedMaybe one day, you'll feel lonelyAnd in his eyes, you'll get a glimpseMaybe you'll start slippin' slowly and find me again[Pre-Chorus]When you're out of sightIn my mind[Chorus]'Cause sometimes, I look in her eyesAnd that's where I find a glimpse of usAnd I try to fall for her touchBut I'm thinkin' of the way it wasSaid I'm fine and said I moved onI'm only here passing time in her armsHopin' I'll find a glimpse of us"
214,Joji,"[Verse 1]I don't want a friend (Just one more night)I want my life in two (My life in two)Please one more nightWaiting to get thereWaiting for you (Waiting for you)Just one more nightI'm done fighting all night[Pre-Chorus 1]When I'm around slow dancing in the darkDon't follow me, you'll end up in my armsYou done made up your mindI don't need no more signsCan you?Can you?[Chorus]Give me reasons we should be completeYou should be with him, I can't competeYou looked at me like I was someone else, oh wellCan't you see? (Can't you see?)I don't wanna slow dance (I don't wanna slow dance)In the dark, dark[Verse 2]When you gotta runJust hear my voice in you (My voice in you)Shutting me out you (Shutting me out)Doing so great (So great, so great)You"
215,Joji,"[Verse 1]Go ahead and park after darkFallen star, I'm your one call awayMotel halls, neon wallsWhen night falls, I am your escape[Pre-Chorus]When you lay alone, I acheSomething I wanted to feel[Chorus]If you’ve been waitin' for fallin' in loveBabe, you don’t have to wait on me'Cause I've been aimin' for Heaven aboveBut an angel ain't what I need[Verse 2]Not anyone, you're the oneMore than fun, you're the sanctuary'Cause what you want is what I wantSincerity[Pre-Chorus]Souls that dream alone lie awakeI’ll give you somethin’ so real[Chorus]If you've been waitin’ for fallin' in loveBabe, you don't have to wait on me'Cause I’ve been aimin' for Heaven aboveBut an angel ain't what I need[Bridge]Hold me oh so close'Cause you never knowJust how long our lives will be[Chorus]If you've been waitin' for fallin' in loveBabe, you don't have to wait on me'Cause I've been aimin' for Heaven aboveBut an angel ain't what I need"
216,Joji,"[Refrain]Too many, too many things we did togetherYou used to promise me it would be foreverFeeling like the end, don't think it will get better, babyToo many, too many things we did togetherYou used to promise me it would be foreverFeeling like the end, don't think it will get better, baby[Verse]Please come down so we can get outI've waited too long to get your voice out of my head (Out of my head)Out of my head (Out of my head)Feels like home, I'm covered in stoneI know you'll think twice, I'm waiting by the window, babe (Window, babe)Window, babe (Window, babe)[Refrain]Too many, too many things we did togetherYou used to promise me it would be foreverFeeling like the end, don't think it will get better, babyToo many, too many things we did togetherYou used to promise me it would be foreverFeeling like the end, don't think it will get better, baby"
217,Joji,missing
218,Joji,"[Intro]I'ma fuck up my lifeI'ma fuck up my lifeI'ma fuck up my lifeI'ma fuck up my life[Verse 1]I'ma fuck up my lifeI'ma fuck up my lifeWe gon' party all nightShe don't care if I dieYeah, right, yeah, rightYeah, I bet you won't cryYeah, I bet you won't tryBut you know I don't mindBut you know I don't mind[Pre-Chorus]Yeah right, yeah rightYeah right, yeah rightYeah right, yeah right[Chorus]Yeah, you bet I know that she ain'tNever give a single fuck about meYeah, you bet she know that we ain'tNever gonna be together, I seeYeah, you bet I go to see you whenI'm feeling like a drum without a beatYeah, you dance so goodAnd I think that's kinda neat[Verse 2]What you know about love?What you know about life?What you know about blood?Bitch, you ain't even my typeYeah right, yeah rightYeah, you know I feel rightYeah, you living right nowYou don't ever pick sidesYeah right, yeah rightI'm overthinking my prideBut I don't gotta look niceShe just feelin' my ice(She just feelin' my-)"
219,Joji,"[Verse 1]Lately, I can't help but thinkThat our roads might take us down different phasesDon't wanna complicate the rhythm that we've gotBut I'm speechlessWhen everything's so pure, can it be aimless?Painless?[Pre-Chorus]If you ever go, all the songs that we likeWill sound like bittersweet lullabies[Chorus]Lost in the blueThey don't love me like you doThose chills that I knewThey were nothing without youAnd everyone elseThey don't matter nowYou're the one I can't loseNo one loves me like you do[Verse 2]Since I met youAll the gloomy days just seem to shine a little more brightlyConsider what we've got'Cause I can never take you for grantedIs there another us on this whole planet?Planet?[Pre-Chorus]If you ever go, all the songs that we likeWill sound like bittersweet lullabies[Chorus]Lost in the blueThey don't love me like you doThose chills that I knewThey were nothing without youAnd everyone elseThey don't matter nowYou're the one I can't loseNo one loves me like you do"
220,Joji,"[Verse]Tell me how you wake up, I just wanna wake upUFO again, doesn't matter what it takes upCrazy in the dome, baby, can I get a heads up?Girl, they try to break us, girl, they try to break usWanna get away with you, tell me your locationFeels like yesterday, I remember I would stay upBaby, can you say something? Wanna feel sensationPromise you I'll never get numb, I'm too precious[Refrain]I'm too preciousI'm too preciousI'm too preciousI'm too precious[Chorus]Burning forever and ever, fully blazingI don't remember no bеtter daysYou know I'm waiting just whenevеr, shit's whateverBurning forever and ever, fully blazingI don't remember no better daysYou know I'm waiting just whenever, shit's whatever[Refrain]I'm too preciousI'm too preciousI'm too preciousI'm too precious"
221,Joji,"[Verse 1]I got knots all up in my chest (Up in my chest, up in my chest)Just know, I'm trying my best (I'm trying my best)'Cause when you look (When you look)When you laugh (When you laugh)When you smile (When you smile)I'll bring you back (Bring you back)And now I'm sad (Now I'm sad)And I'm a mess (And I'm a mess)And now we high (Now we high)That's why I left (Why I left)That's why I left (Woo)Will your tongue still remember the taste of my lips?(My lips, my lips, my lips)Will your shadow remember the swing of my hips?(My hips, my hips, my hips)Will your lover caress you the way that I did?(I did, I did, I did)Will you notice my charm if he slips up one bit?(One bit)[Chorus]'Cause I don't need to knowI just wanna make sure you're okay (Okay)I don't need to knowI just wanna make sure you're all safeAll safe, all safe (woo)[Verse 2]Will he play you those songs just the way that I did?(I did, I did, I did)Will he play you so strong just the way that I did?(I did) Yeah, yeah, yeah, yeahWill he treat you like shit just the way that I did?(I did, I did, I did)'Cause I don't blame you[Chorus]'Cause I don't need to knowI just want to make sure you're okay (Okay)I don't need to knowI just want to make sure you're all safe"
222,Joji,"[Verse 1]Wide awake, gettin' half-past zeroIt's gettin' heated, so I leave the windows open(Leave the windows open)Preoccupied with a late night B-rollRight now, laying here alone is heaven(Here alone is heaven)[Pre-Chorus]And I've been a hero, helplessI'm in hellAnd I've cried up and down in these hallwaysBlamed myself[Chorus]Bad luck, I don't wanna be home at midnightSun's up, I don't really wanna fight the daylightI don't care if you moved onI'm not layin' in bed with a fucked-up headI'm not layin' in bed with a fucked-up[Verse 2]Sun-dried on the backyard patioDrunk eyes 'cause I didn't give it a home runYeah, yeahYou're hiding on the FM radioI sing along just to sing my thoughts at someoneYeah, yeah[Pre-Chorus]And I've been a hero, helplessI'm in hell (I'm in hell)And I've cried up and down in these hallwaysBlamed myself[Chorus]Bad luck, I don't wanna be home at midnightSun's up, I don't really wanna fight the daylightI don't care if you moved onI'm not layin' in bed with a fucked-up headI'm not layin' in bed with a fucked-up"
223,Joji,missing
224,Joji,[Chorus]You know you can make itBut you can't make it aloneYou know you can make itBut you can't make it alone[Verse]I've been writing letters on the wallI hope one day you'll see them allAnd that you're not aloneI've been playing memories in my mindWishing you were there like all the timeSo I'm not alone[Refrain]And I'm tired of this madnessTired of being strandedI don't wanna be alone[Chorus]You know you can make itBut you can't make it alone[Refrain]And I'm tired of this madnessTired of being strandedI don't wanna be alone
225,Joji,"[Verse 1]I fell for your magic, I tasted your skinAnd though this is tragic, at least I found the endI witnessed your madness, you shed light on my sinsAnd if we share in this sadness, then where have you been?[Chorus]I know you're not in love like you used to beGuess I’m not the one, like you used to thinkSo you'll just runI know that I'm stuck in this miseryGuess I’m not enough, like you used to thinkSo I'll just run (Ooh)[Verse 2]You bathe in your victoryYou blew out on my fuseAnd if I took on the planetWill I pay my dues?Your love was a mysteryYeah, my love is a foolAnd I traveled the country just to get to you[Chorus]I know you're not in love like you used to beGuess I'm not the one, like you used to thinkSo you'll just runI know that I'm stuck in this miseryGuess I'm not enough, like you used to thinkSo I'll just run[Outro]And I traveled the countryAnd I traveled the country just to get to youI know you’re not in loveI know you’re not in loveI know you're not in love"
226,Joji,"[Intro]Yuh, got 'emSus, runnin'Fuck, got 'emLook, spottedYuh, got 'emSus, runnin'Fuck, got 'emLook, spotted[Verse 1]You're taking my heart, nowThey're taking my heart, nowAnd I don't know why (Come)And I don't know why (Come, come with me)Alright, alright, alright, alrightAlright, alright, alright (Ayy, ayy, ayy)The demons told me everythingThey whisper in the night (Ayy, ayy, ayy)[Chorus]This is not a threat, I promise (Nope)I promiseThis is not a threat, I promiseIt's a warning, baby, I just want you to know[Verse 2]That was when the summer caved inWhen I'm fallin' in a trench, I'm behaving (Skrt)I'm behaving myself (Uh)I'm behaving myself (Look, look, what, what)We don't gotta die so soonSo I just behave for you, for you, for youWe don't gotta die so soonSo I just behave for–(Shh, quiet)[Chorus]This is not a threat, I promise (Nope)I promiseThis is not a threat, I promise (Yuh, yuh, yuh)It's a warning, baby, I just want you to know[Outro]Please, just let me goLet me go, I've seen enoughI've seen enoughI've seen enough(That sounds good)"
227,Joji,"[Chorus]She don't wanna tell lies (She don't wanna tell lies)She don't wanna tell lies (She don't wanna tell lies)She just wanna feel alive (She just wanna feel alive)She just wanted more time (She just wanted more time)I'm looking for a long ride (Looking for a long ride)She just want a test drive (She just want a test drive)Dying on the west side (Dying on the west side)I'll see you in the next life (See you in the next life)[Verse 1]What do you want, babe? (What do you want, babe?)I don't like when you taunt me (I don't like when you taunt me)You've been calling the wrong name (Calling the wrong name)I said what do you want, babe? (What do you want, babe?)I'm working on my aim (Working on my aim)I'm hoping you do the same (Do the same)You got me afraid again (Got me afraid again)So let me just pray again (So let me just pray again)[Pre-Chorus]You gon' jump through hoopsKnow how many lines you'll doWon't matter when you loseEverything I've done for you"
228,Joji,missing
229,Joji,"[Verse 1: Joji]Lately, I've been slippin' away from youCan you tell me, does it hurt today?Yeah, there's no way, yeah (No way, no way, no way)To burn, there's no flames, yeah (There's no flames)Praying nine to five like a saint for you (Like a saint)Can you tell me how it turned this way? (How?)Yeah, things have changed, yeah (Yeah)Yeah, filled with rage, yeah (Filled with rage)[Chorus: Joji]So lost in these diamondsSo lost in this paradiseDon't speed on that highwayWe need you to shine brightWhen life gets too complicatеdWill you stand with me after dark?I will stay in the limеlightLike a beautiful afterthoughtLike a beautiful afterthought[Verse 2: BENEE]Sometimes, you'd ask me for something differentHated when you did it, I wish that you didn'tI would do things and you'd get annoyed, IShould've never done them, I wish I was differentWhy do we have to step away now?It's been a year, been a couple days nowSince you called me sayin' you're worriedBeen hard for me dealin' with this space nowNo company, wishin' we could sit down'Cause I'm sorry, but you don't want me[Chorus: Joji]So lost in these diamondsSo lost in this paradiseDon't speed on that highwayWe need you to shine brightWhen life gets too complicatedWill you stand with me after dark?I will stay in the limelightLike a beautiful afterthoughtLike a beautiful afterthought[Outro: BENEE & Joji]I don't wanna forget about youI don't wanna forget about you, ohI don't wanna forget about youI don't wanna think about itThink about it"
230,Joji,missing
231,Joji,"[Chorus]Girl, would it kill you just to throw a little bit of attention?If I hurt you, I'm afraid God's gonna teach me a lesson[Pre-Chorus]Now would you hate me if I said goodbyeSo quick you could eat my dust?Now would you hate me if I ran like hellIn the wind from dawn 'til dusk?[Chorus]When you cry, you waste your timeOver boys you never likedCan you not be so obvious?So keep it lightSo keep it light, no[Verse]I thought I'd vocalize my troubles, but nobody will listenI know I'm cryptic and I'm weird, that shit comes off as indifferentI don't wanna die so youngGot so much to doI don't smile for the cameraOnly smile for youSmile for you[Pre-Chorus]Now would you hate me if I said goodbyeSo quick you could eat my dust?Now would you hate me if I ran like hellIn the wind from dawn 'til dusk?[Chorus]When you cry, you waste your timeOver boys you never likedCan you not?"
232,Joji,"[Verse 1]I don't know what you wanna hearThings changing course, smiles fade to grinNow the moment's gone, just as I fearedAnd I was hoping, and I was hoping this time[Verse 2]No longer here, we were feeling blissDon't hold your tongue, there's no time for tricksYou've been closing up, I expected thisBut I was hoping that you'd stay open this time[Chorus]I know it won't be longI know you're almost goneHold on, let me in before the day is overJust let me in before the day is over[Verse 3]Say something soon, we might lose it allSomething we can use to break our fallThere's nothing left to do when we start to stallAnd I was hoping that we could hold it this time[Chorus]I know it won't be longI know you're almost goneHold on, let me in before the day is overJust let me in before the day is overLet me in, let me inJust let me in before the day is over[Bridge]I can't take another dayI could go insaneThere's only so much I can takeI can't live this wayI can't take another dayI could go insaneThere's only so much I can takeI can't live this way"
233,Joji,"[Verse]When it's lovelyI believe in anythingWhat does love meanWhen the end is rolling in? (Ooh)Let it go, let it stay, can we love one another?Cold, is it safe to be warm in the summer?Who knows? (Who knows?)I said who knows?[Chorus]Ooh, teach me to love just to let me goI can't believe that I'm not enoughNot enoughAnd so long, no one will be here to save youAnd no one will be here to let you knowLet you knowThis is your world (This is your world)This is your world (This is your world)[Bridge]Quietly stillIn a lieOh, goodnightI don't mind[Chorus]Ooh, teach me to love just to let me goI can't believe that I'm not enoughNot enoughAnd so long, no one will be here to save youAnd no one will be here to let you know (Let you know)"
234,Joji,"[Intro]I see nothing out the window, windowNothing out the windowWatching all the leaves grow, leaves growFeels better in my dreams though, dreams though[Verse]And the sun will shine, no moreThe sun will shine (Antidote), no moreI've been holdin' on too longHoldin' on too[Pre-Chorus]I know when the wind blows, wind blowsFeels better in my dreams though, dreams thoughI just wanna sleep foreverPlease just let me leave, forever[Chorus]I don't need an antidote, antidoteI don't need an antidote, antidoteI don't need an antidote, forever(Forever, forever)[Bridge]We don't wanna drive slow, drive slowSpeed up with our eyes closed, eyes closed[Outro]Eyes closed, eyes closedHead down, eyes closedIce cold, meltdown"
235,Joji,"[Verse 1]Here I amTorn into a thousand shapes and foldsTorn into a thousand ways, I knowFornicate inside your broken homesBefore I throw a smile your way, no more[Verse 2]I can't tellIf all my answers correlate at allI'm telling you a thousand things I know[Chorus]I've been missing a long timeTo know I had to moveI've been waiting my whole lifeTo know I wanted youAre you feeling me slowly?You can take your fucking timeAnd I promise I won't lieWe'll make it out alive[Verse 3]I'm on trialI'm not so good at hiding wholesome truthsYou see it on my face when I turn blueSo punish me, I'm hanging on your nooseSo pull me up so I can breathe with you[Chorus]I knowI've been missing a long timeTo know I had to moveI've been waiting my whole lifeTo know I wanted youAre you feeling me slowly?You can take your fucking timeAnd I promise I won't lieWe'll make it out alive"
236,Joji,"[Intro]OhOhOh[Chorus]Gimme, gimme love, gimme, gimme loveGimme, gimme love, gimme, gimme loveWhen I'm gone, when I'm gone (Oh)Gimme, gimme love, gimme, gimme loveGimme, gimme love, gimme, gimme love (Oh)When I'm gone, when I'm gone[Verse]Swing around front, let me insidePlayin' my song into my sidesIt hurts, I can't lieRemember those times I fought to get out?I want to get outThose pictures so clear, will fade in my mindYou're leavin' me here with ashes and fireThese people don't heal, these people don't feelThese people aren't real, so make me this dealWon't you?[Chorus]Gimme, gimme love, gimme, gimme loveGimme, gimme love, gimme, gimme loveWhen I'm gone (Ooh), when I'm gone (When I'm gone, yeah)Gimme, gimme love, gimme, gimme love (When I'm gone, yeah)Gimme, gimme love, gimme, gimme love (When I'm gone, yeah)When I'm gone (Ooh, yeah), when I'm gone (When I'm gone)(When I'm gone, when I'm gone)[Outro]Look into your heart and let me knowDo things turn black and gray as they go?When I'm far too gone, can you show me love?Give me love(Ooh, ooh)(Ooh, ooh)Caught in a river of records and dreams (Ooh)Oh, will you keep up with me? (Ooh)Everyone's looking for someone to hold (Ooh)But I can't let you go (Ooh, ooh)(Ooh, ooh)"
237,Joji,[Verse 1]I can't do this face-to-faceBut I'll admit that I'm afraidLet these moments go to wasteExcuse me for my plastic tasteExcuse me for my plastic tasteExcuse me for my plastic taste[Verse 2]Excuse me for my plastic tasteExcuse me for my plastic tasteLet these moments go to wasteGo away
238,Rich Brian,missing
239,Rich Brian,missing
