,song name,album,artist,popularity,featured,release_date,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
214,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,Revenge Of The Dreamers III,Dreamville,57,EARTHGANG,2019-07-05,2gtFMLjQpCTGekMi4oXZxN,0.8,0.826,1,-3.198,1,0.107,4.76e-06,0.181,0.241,148.021,123413,4
215,Foolish,Shang-Chi and The Legend of The Ten Rings: The Album,88rising,46,Guapdad 4000,2021-09-03,3nXWCSTtbJFwvnLuMTIYwF,0.869,0.794,1,-5.217,1,0.0426,0,0.0769,0.339,112.017,177627,4
216,TOO BAD,TOO BAD,Kembe X,43,Guapdad 4000,2020-12-11,76JsE4rm4ewpq8z4Bzbrtx,0.814,0.599,5,-5.393,0,0.103,0,0.126,0.686,77.54,189381,4
217,Pose (feat. Wiz Khalifa & Curren$y),Pose (feat. Wiz Khalifa & Curren$y),Guapdad 4000,44,Curren$y,2022-06-10,1EaEXPXlb3Xp19Aj3Nw8v1,0.76,0.612,1,-3.963,1,0.235,0,0.0375,0.662,187.934,204528,4
218,"Don't Hit Me Right Now (with Bas & Cozz feat. Yung Baby Tate, Guapdad 4000 & Buddy)",Revenge Of The Dreamers III,Dreamville,49,Cozz,2019-07-05,4ChD9wq9iakg5UdeSzmgPE,0.779,0.597,10,-6.694,0,0.0851,0,0.131,0.432,124.056,174360,4
219,Uncle Ricky,1176,Guapdad 4000,43,!llmind,2021-03-19,4oVTvW28J81iFfeqKTf50n,0.571,0.733,6,-6.246,0,0.342,7.97e-06,0.34,0.589,82.779,142255,4
220,Iced Out Gold Chain,Dior Deposits (Deluxe),Guapdad 4000,42,Guapdad 4000,2019-12-20,3HYw9gQIuoZvfGebOrKob5,0.814,0.531,9,-7.113,1,0.117,0,0.0784,0.576,98.037,211755,4
221,Black Iverson,Black Iverson,Guapdad 4000,42,Guapdad 4000,2022-04-29,3sLNEWdnPH6ML05Z8wFZhM,0.742,0.523,1,-5.162,1,0.108,0,0.0905,0.283,155.547,185925,4
222,Red Flags,Red Flags,Guapdad 4000,42,Guapdad 4000,2018-12-04,0hh6WnWAfP96gFcQWIxQ9G,0.868,0.468,10,-8.047,1,0.0875,0,0.11,0.211,98.025,156888,4
223,People Pleaser,From Me To You,Quadeca,41,Guapdad 4000,2021-03-30,2qCvU8bd5U66RvbMlb5txr,0.667,0.654,4,-9.06,1,0.221,0,0.106,0.502,125.174,202200,4
224,Alpha,Alpha,Guapdad 4000,41,Guapdad 4000,2020-10-30,086xJzFlEYeCrQmFIVizMb,0.916,0.572,8,-5.566,0,0.105,4.88e-06,0.104,0.589,99.998,172800,4
225,Lil Scammer That Could (feat. Denzel Curry),Lil Scammer That Could (feat. Denzel Curry),Guapdad 4000,42,Denzel Curry,2020-06-26,2nSKol7UyxwffI6jLYTuUd,0.835,0.645,7,-5.397,1,0.116,4.27e-06,0.0818,0.524,79.992,186000,4
226,Chicken Adobo,1176,Guapdad 4000,37,!llmind,2021-03-19,16ZSaXzmcsIXvHaK2HhT8r,0.887,0.401,5,-8.132,1,0.0646,1.96e-06,0.0728,0.601,128.047,182833,4
227,Careless,Careless,Travis Thompson,34,Guapdad 4000,2022-08-23,1uuJEGhJGvoESZcP9P00Zk,0.883,0.488,3,-9.502,0,0.33,0,0.108,0.612,101.087,153880,4
228,"No Chorus (with Bas feat. Buddy, Guapdad 4000 & Dreezy)",Revenge Of The Dreamers III: Director's Cut,Dreamville,40,Dreezy,2020-01-16,7oL60LH1UJgqauinmCYiGr,0.691,0.392,2,-9.534,1,0.25,0,0.149,0.0891,148.297,202213,4
229,"Izayah (feat. Key!, Maxo Kream, Denzel Curry & Kenny Beats)",Dior Deposits (Deluxe),Guapdad 4000,41,Maxo Kream,2019-12-20,6136OsDSYIDRB10R2MSgWl,0.912,0.696,8,-4.509,1,0.307,0,0.138,0.586,142.028,213559,4
230,Platinum Falcon,"Platinum Falcon Tape, Vol. 1",Guapdad 4000,38,Guapdad 4000,2020-04-24,5YEGFGqgL8S9SXrtur19mR,0.957,0.825,1,-5.708,1,0.187,0,0.102,0.931,132.067,150286,4
231,Oaklandish,Ain't Gone Do It / Terms and Conditions,Too $hort,37,Rayven Justice,2020-12-18,5nYRlF5XVaw2xh3mT4XNR3,0.858,0.462,8,-7.592,1,0.213,0,0.195,0.489,100.971,166019,4
232,Oh Really? (feat. Kiefer),Oh Really? (feat. Kiefer),Lou Phelps,34,Joyce Wrice,2022-04-18,0ZO6pL1cZgaOSIGQZi1OxW,0.68,0.714,7,-3.933,0,0.117,0,0.173,0.61,140.087,234857,4
233,Cheap,Cheap,Guapdad 4000,35,Guapdad 4000,2022-03-17,5ICnHKFy7yBDTEFjZ8hODA,0.937,0.416,7,-10.416,0,0.418,0,0.0437,0.786,100.039,106027,4
234,Thank the Gang,Sugar Hill Express,Twelve'len,36,Guapdad 4000,2021-07-09,5SgN6tSP1F0PiI8xpegq7e,0.735,0.55,2,-8.695,0,0.0952,0,0.465,0.57,108.017,181111,4
235,Women Who Look Like You (feat. Guapdad 4000),Women Who Look Like You (feat. Guapdad 4000),JP Saxe,33,Guapdad 4000,2019-08-28,6kb6eE0tLvCoNbPUVsShro,0.655,0.497,7,-7.247,0,0.117,0,0.332,0.81,87.17,186381,4
236,Prada Process (feat. 6lack),Dior Deposits (Deluxe),Guapdad 4000,37,6LACK,2019-12-20,1eZJY83Pkp0VqkCiaMLh9E,0.57,0.63,1,-6.765,0,0.458,0,0.111,0.501,84.537,198717,4
237,Simma (feat. Guapdad 4000),Postmodern Depression,Marc E. Bassy,35,Guapdad 4000,2018-10-05,049uvdNt8TKb05GsxpuQtU,0.851,0.632,2,-4.388,1,0.0837,5.18e-06,0.0672,0.5,90.985,155627,4
238,Windows Down,Windows Down,Moslikely,32,Guapdad 4000,2022-08-16,3s4xbg1cTfkfmJF4J8njSx,0.663,0.487,9,-8.311,1,0.0529,1.69e-06,0.124,0.417,158.032,164101,4
239,Hoe,GUAP,Guapdad 4000,32,Guapdad 4000,2022-07-14,4QUoiPcdTrawfDs7UAsfjs,0.704,0.696,1,-3.927,0,0.269,0,0.257,0.573,194.099,157848,4
240,Stuck With It (feat. Tory Lanez),Dior Deposits (Deluxe),Guapdad 4000,39,Tory Lanez,2019-12-20,4B9pOIJp309DPpr2LHHlcz,0.711,0.584,5,-7.648,1,0.0707,0,0.178,0.722,97.972,181455,4
241,"Passcode (with Ari Lennox feat. Buddy, Smino, Mez & Guapdad 4000)",Revenge Of The Dreamers III: Director's Cut,Dreamville,36,Buddy,2020-01-16,18AFdCGyTiy6WtTDlx1HnN,0.626,0.42,1,-9.459,1,0.54,2.64e-06,0.117,0.604,140.929,206000,4
242,Shameless (feat. Guapdad 4000),Harlan & Alondra,Buddy,35,Guapdad 4000,2018-07-20,7DfwPDwnkllMCFTf5cvxv0,0.713,0.677,9,-6.991,0,0.228,0,0.304,0.539,143.882,242160,4
243,How Many,How Many,Guapdad 4000,34,!llmind,2021-02-12,1iFMSqqBIpt1O9pEfVKKdf,0.83,0.492,6,-8.611,0,0.0482,7.1e-05,0.257,0.619,102.994,205124,4
244,Ice Cold,Eat When You're Hungry Sleep When You're Tired,Jay Worthy,33,Guapdad 4000,2020-05-01,4YlAdXEEU7HhX0ykKX2ViX,0.627,0.847,7,-3.738,1,0.29,0,0.304,0.867,181.05,196243,4
245,Déjà Vu (feat. Guapdad 4000),BETTER (Deluxe),Deante' Hitchcock,31,Guapdad 4000,2020-10-28,5oFMrjiZJZsJ3vYXw6A9qs,0.763,0.605,8,-6.199,1,0.255,1.49e-06,0.169,0.404,139.023,228112,4
246,HALO HALO - REMIX (feat. Guapdad 4000 and Chevy),HALO HALO [REMIX (feat. Guapdad 4000 and Chevy)],Shawn Wasabi,29,Chevy,2020-10-09,74OHCwn7ZMQyjcBqem5gXn,0.749,0.883,0,-1.121,1,0.0456,0.0159,0.308,0.647,92.02,170870,4
247,Trade Places With Them Jeans,"Platinum Falcon Tape, Vol. 1",Guapdad 4000,30,Guapdad 4000,2020-04-24,1awKFdswWnFNPAdIbR7PES,0.539,0.548,4,-6.157,0,0.0409,0,0.0798,0.385,172.012,139814,4
248,Gucci Pajamas (feat. Chance the Rapper and Charlie Wilson),Dior Deposits (Deluxe),Guapdad 4000,34,Charlie Wilson,2019-12-20,6Xd0UxhSnQYCyvGGAMHajB,0.583,0.665,1,-4.676,1,0.342,0,0.145,0.927,112.842,203669,5
249,"Anime Shawty, Vol. 2","Anime Shawty, Vol. 2",lil ricefield,31,Guapdad 4000,2021-01-29,06ZyvWsq2WYMFVkf0epX6u,0.822,0.634,5,-8.432,0,0.209,0,0.141,0.49,95.155,185686,4
250,I Need Bands,I Need Bands,Guapdad 4000,29,Guapdad 4000,2022-01-21,4mU3dpFlrTUqp94wrQodYk,0.851,0.637,5,-5.459,1,0.199,0,0.0902,0.386,92.522,169045,4
251,Greedy,"Platinum Falcon Tape, Vol. 1",Guapdad 4000,31,Guapdad 4000,2020-04-24,5hiZVBhInHzefK3Xv2xEjU,0.864,0.535,6,-5.684,0,0.302,0,0.0527,0.825,128.02,157563,4
252,IM COMING OVER THERE (feat. Guapdad 4000),BEFORE SHIT GOT WEIRD,The Cool Kids,28,Guapdad 4000,2022-03-03,0qEOWzUOs1ydgWAWh9R4VL,0.879,0.811,9,-5.868,1,0.274,0.00017,0.084,0.655,143.985,243500,4
253,Money,Money,Guapdad 4000,28,Drew Banga,2021-12-02,2c0lpkLWgSBzBbGOPXY9gk,0.857,0.857,2,-3.712,1,0.174,0,0.314,0.861,97.231,160400,4
254,"Link Up (feat. Kent Jamz, Bas, Guapdad 4000, J.I.D, Ari Lennox & BJ The Chicago Kid)",Harlan & Alondra (Deluxe),Buddy,30,Bas,2019-02-08,4nuNVamQpqDk9FiYITfnuo,0.766,0.855,1,-6.37,0,0.154,0,0.108,0.227,112.003,190467,4
255,Orgasm Full Of Pain (feat. Deante Hitchcock),Orgasm Full Of Pain (feat. Deante Hitchcock),Guapdad 4000,26,Deante' Hitchcock,2020-07-24,77VQHwQf3PJe1BZuBLzYQt,0.674,0.572,0,-8.844,0,0.403,0,0.104,0.667,76.996,216973,4
256,Need Me Now (feat. Guapdad 4000),Five Stars,Higher Brothers,27,Guapdad 4000,2019-02-22,0wdJgrDo4kosgObGnvjp5m,0.713,0.873,5,-4.402,0,0.238,0,0.245,0.897,154.977,249653,4
257,California,California,Guapdad 4000,27,Harikiri,2019-04-19,6ckGiakkAVcdddT10tHZ30,0.79,0.545,6,-10.157,0,0.125,0,0.0837,0.516,80.024,168000,4
258,Bitch Im On,Bitch Im On,Guapdad 4000,25,Guapdad 4000,2018-07-31,2pBRmrQcEpawTrvWerNB9K,0.913,0.356,10,-8.11,0,0.145,0.000252,0.079,0.492,90.033,141401,4
259,Blood on My Christians,Blood on My Christians,Capolow,25,Guapdad 4000,2020-02-14,1sJbnQRK5JHxSsBq8RjGII,0.87,0.557,8,-13.499,0,0.163,0,0.057,0.961,96.014,170314,4
260,Tequila Sunrise (feat. AUGUST 08 & GoldLink),Head In The Clouds II,88rising,53,Higher Brothers,2019-10-11,121bJml1xjrfnZuk2yPsLG,0.8,0.545,0,-6.74,1,0.0765,5.07e-05,0.0929,0.458,99.981,243332,4
261,R&B All Night,Mr. Enjoy Da Money,KnowKnow,49,Higher Brothers,2019-12-12,6MrVXeEMf0MULWdclDk4sI,0.761,0.545,11,-8.188,0,0.144,4.53e-05,0.0456,0.799,78.034,233846,4
262,"Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)","Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)",88rising,51,AUGUST 08,2020-08-14,5qaDbDqAwvJZgn1I15Wk3L,0.726,0.789,9,-5.499,1,0.0468,1.3e-06,0.0907,0.56,94.987,246947,4
263,Lover Boy 88,Head In The Clouds,88rising,50,Higher Brothers,2018-07-20,2vRDFgdJiILUdDOLL8hLH3,0.734,0.699,11,-6.689,1,0.0614,0.0,0.261,0.5,109.979,233033,4
264,Crush On You (feat. step.jad),Prince Charming,Masiwei,47,step.jad,2020-02-28,7Et5YO6MFDDC5XEcwr0nmF,0.832,0.662,1,-5.052,1,0.0736,0.0,0.107,0.687,96.029,229064,4
265,Mr. Bentley,Mr. Enjoy Da Money,KnowKnow,45,Higher Brothers,2019-12-12,603FrR2LgWS3X4osiN12XO,0.891,0.746,2,-6.333,1,0.0927,0.00112,0.0946,0.493,97.996,159184,4
266,2 The Face,Head In The Clouds II,88rising,43,Higher Brothers,2019-10-11,01ibNvCrbTdwOcqIcroORv,0.649,0.684,10,-7.601,0,0.0814,1.18e-05,0.141,0.342,171.994,151532,4
267,Lucy Liu (feat. Bohan Phoenix),PSYLIFE.25,Psy.P,40,Bohan Phoenix,2020-05-27,76pirDCpDMEd4B3RTg5egQ,0.829,0.643,1,-5.19,1,0.045,0.0,0.257,0.0402,100.043,206400,4
268,Amsterdam (feat. KnowKnow),Prince Charming,Masiwei,40,KnowKnow,2020-02-28,0dcu0aHSFqG0AZqXBOoS3A,0.803,0.672,10,-4.175,1,0.0472,0.0,0.107,0.673,136.043,187059,4
269,Face Power (feat. Jackson Wang),Mr. Enjoy Da Money,KnowKnow,40,Jackson Wang,2019-12-12,1Q9TJqc5c3MJxU6UG57h9C,0.793,0.737,1,-5.872,1,0.237,0.0,0.0945,0.172,88.493,178983,4
270,No More (feat. NIKI),Five Stars,Higher Brothers,41,NIKI,2019-02-22,7lxcmd6V6iFDgtw9urFsGB,0.75,0.651,10,-6.684,0,0.11,2.15e-06,0.0776,0.61,142.118,229859,4
271,Storm,Type-3 - EP,Higher Brothers,38,Harikiri,2018-02-27,4Hv0A2YHe0AcDCpavLrB3L,0.759,0.627,7,-8.938,1,0.0461,0.0,0.406,0.317,140.009,158786,4
272,Prince Charming,Prince Charming,Masiwei,38,Higher Brothers,2020-02-28,7Hp29LdH3DaCi9dr6nV2SY,0.889,0.84,10,-4.67,0,0.0528,0.000487,0.128,0.922,144.533,208235,4
273,I Love You 3000 III,Mr. Enjoy Da Money,KnowKnow,36,Higher Brothers,2019-12-12,6ePZQOeHLZoNCeiM9VMnmx,0.467,0.482,8,-7.766,0,0.103,0.0,0.333,0.351,180.205,210667,4
274,Made In China,Made In China,Higher Brothers,44,DJ Snake,2018-04-13,1qowUCis8gYY9KOMuy8fCi,0.79,0.779,1,-2.642,1,0.0416,0.000155,0.159,0.228,150.115,171733,4
275,Empire,Empire,Higher Brothers,42,Higher Brothers,2020-11-09,32NMr70l1K1qTKoA30eaVJ,0.797,0.767,1,-5.625,1,0.316,0.0,0.0713,0.537,133.864,207761,4
276,Flexing So Hard,Five Stars,Higher Brothers,38,Higher Brothers,2019-02-22,4ZnZehVC0izVoLNQHbPakt,0.698,0.741,1,-4.962,1,0.0841,0.0,0.326,0.426,156.096,175385,4
277,Love Song 4 Me,Mr. Enjoy Da Money,KnowKnow,33,Higher Brothers,2019-12-12,5QoZRygiNozzOGDb03SiOF,0.808,0.645,7,-5.211,1,0.239,0.0172,0.103,0.644,160.093,168000,4
278,暴风雨,Type-3,Higher Brothers,29,Harikiri,2018-02-27,66pKYRKWQ1ZrQFtmIXziaq,0.759,0.627,7,-8.938,1,0.0461,0.0,0.406,0.317,140.009,158786,4
279,Nomadic (feat. Joji),Nomadic (feat. Joji),Higher Brothers,40,Joji,2017-07-13,4fq9ldVbZ57iYFGrKpDLj0,0.84,0.536,4,-7.652,0,0.158,0.000248,0.73,0.56,75.013,244800,4
280,One Punch Man (feat. Ski Mask The Slump God & Denzel Curry),Five Stars,Higher Brothers,41,Ski Mask The Slump God,2019-02-22,5XHcYoIcFY7GgV6OHUB00Q,0.906,0.726,1,-4.965,1,0.255,0.0,0.127,0.354,132.004,200652,4
281,"Midsummer Madness (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08) - KRANE Remix","Midsummer Madness (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08) [KRANE Remix]",88rising,35,Higher Brothers,2018-09-25,3CPVEod8rIrAxE9EfqDS5P,0.637,0.644,6,-6.543,0,0.0407,0.0,0.0772,0.207,107.865,238889,4
282,Red Rubies,Head In The Clouds,88rising,38,Yung Bans,2018-07-20,3oFB1Je60Up6LMDDWCi5mJ,0.856,0.382,0,-7.71,0,0.116,0.0,0.106,0.288,135.07,243657,4
283,Private Party (feat. KnowKnow),Prince Charming,Masiwei,29,KnowKnow,2020-02-28,0X5ZfUToy3JlWmdwmnP1x4,0.823,0.889,0,-4.672,0,0.151,1.51e-05,0.0886,0.35,117.073,182026,4
284,Flo Rida,Flo Rida,Higher Brothers,39,Ski Mask The Slump God,2017-11-16,0R01L2PrvabbllwxJYZyfd,0.9,0.649,5,-3.79,1,0.269,0.0,0.0825,0.442,129.985,208048,4
285,WeChat,Black Cab,Higher Brothers,37,Keith Ape,2017-05-31,49iftzwMkjN6d8YI7fsB7t,0.754,0.675,8,-4.58,1,0.207,0.0,0.0346,0.526,145.815,256804,4
286,Let It Go,Head In The Clouds,88rising,38,BlocBoy JB,2018-07-20,1uGooqNfg2PDfVZ0POkzuU,0.862,0.814,1,-4.836,1,0.142,0.0,0.163,0.814,110.035,169638,4
287,Gong Xi Fa Cai,Five Stars,Higher Brothers,35,Higher Brothers,2019-02-22,6us2O1p9uBXVqRLi6vDT9T,0.862,0.618,2,-4.209,1,0.312,0.0,0.108,0.234,160.001,173684,4
288,Role Playing Game,Mr. Enjoy Da Money,KnowKnow,30,Higher Brothers,2019-12-12,6An8mXh5HiaWc7qcn10bDs,0.779,0.803,8,-4.232,1,0.341,0.0,0.0994,0.454,168.616,196441,4
289,Friends & Foes (feat. Snoop Dogg),Friends & Foes (feat. Snoop Dogg),Higher Brothers,33,Snoop Dogg,2019-08-05,2C8me0xQykoMa6krseI8Wd,0.925,0.619,1,-3.752,1,0.186,0.0,0.104,0.0854,95.001,186947,4
290,Isabellae,Black Cab,Higher Brothers,32,Higher Brothers,2017-05-31,2QSOWm1cCNHarRUZMVeb3P,0.709,0.799,1,-5.304,1,0.163,0.0,0.119,0.567,178.007,156933,4
291,16 Hours,Five Stars,Higher Brothers,35,Higher Brothers,2019-02-22,6isbplW82BSsAfvzVXYRYZ,0.602,0.901,2,-2.555,0,0.105,0.0,0.296,0.756,148.073,172356,4
292,Swimming Pool,Head In The Clouds,88rising,35,03 Greedo,2018-07-20,4xUnvfs5lN7hcgWwyXZA11,0.774,0.63,0,-7.807,0,0.286,0.0,0.311,0.77,140.033,272448,4
293,Chengdu,Prince Charming,Masiwei,26,Higher Brothers,2020-02-28,3gOBsiaxhFUcIEslobaNE1,0.847,0.64,8,-4.191,1,0.169,0.0,0.109,0.66,140.078,205754,4
294,711,Black Cab,Higher Brothers,30,Higher Brothers,2017-05-31,49gWRs13smbgMgIaDvprp2,0.683,0.763,0,-6.73,1,0.255,0.0,0.152,0.663,136.968,247274,4
295,Diamond,Five Stars,Higher Brothers,30,Higher Brothers,2019-02-22,1DlFEqhGmARazOCKYFYIf8,0.836,0.66,8,-5.754,1,0.111,0.0,0.0975,0.752,95.041,192001,4
296,Disrespectin,Head In The Clouds,88rising,34,Higher Brothers,2018-07-20,0uuH3Htpahzscc1YSG833Z,0.656,0.632,2,-5.855,1,0.331,0.0,0.0866,0.114,133.819,230173,4
297,Go,Prince Charming,Masiwei,25,Higher Brothers,2020-02-28,5SI6uZvQlVkfW8RJtP6pJL,0.747,0.776,7,-5.659,1,0.428,0.0,0.117,0.666,172.027,180000,4
298,"Talk Less and Feel More (feat. AUGUST 08, Barney Bones & Psy.P)",Old Master,Melo,26,AUGUST 08,2020-04-20,4Fok6DNEzaVdinO94EuU8n,0.807,0.733,8,-6.889,1,0.222,0.0,0.144,0.36,110.13,224000,4
299,Young Master,Black Cab,Higher Brothers,30,Higher Brothers,2017-05-31,52Np98dsECVJpOkQ3GHluU,0.841,0.755,10,-4.044,0,0.136,2.01e-06,0.0741,0.644,127.024,218070,4
300,Nothing Wrong (feat. Goldlink),Head In The Clouds,88rising,33,Harikiri,2018-07-20,55tfKBrYphNr4sjTeHqtc8,0.806,0.905,5,-4.363,0,0.294,0.0,0.324,0.524,124.001,192401,4
301,Hold Me Down,Head In The Clouds II,88rising,30,Higher Brothers,2019-10-11,5X5lLBN316xuc8bwgSWSgh,0.85,0.741,1,-4.621,1,0.0751,0.0,0.245,0.809,100.975,223366,4
302,Nothing Wrong,Type-3 - EP,Higher Brothers,28,Harikiri,2018-02-27,3LdCNULik3urDPmZ5x1srI,0.825,0.67,1,-7.765,1,0.0702,0.0,0.139,0.646,124.025,160645,4
303,NO HOOK,JALA (@1580518553),Bohan Phoenix,26,Higher Brothers,2017-01-27,7arnKIhqd1UFPLKpTnqWSS,0.479,0.74,6,-3.393,0,0.314,0.0,0.213,0.459,177.023,214000,4
304,Lose Control (feat. KnowKnow),PSYLIFE.25,Psy.P,20,KnowKnow,2020-05-26,6iZSdo9lNWe80bKhgiJXdO,0.811,0.746,8,-3.702,1,0.0455,0.0,0.122,0.222,110.011,183273,4
305,Yahh,Black Cab,Higher Brothers,27,J.Mag,2017-05-31,5c2N1B9HNHIHw8NZZu1DsZ,0.823,0.752,0,-5.876,1,0.275,0.0,0.119,0.384,130.036,280514,4
306,5:30 A.M.,Type-3 - EP,Higher Brothers,23,Harikiri,2018-02-27,7hlKTBzDXetwy5W7ldkh3G,0.824,0.581,2,-10.545,1,0.429,0.0,0.0804,0.463,171.926,157674,4
307,Room Service,Journey to the West - EP,Higher Brothers,24,Higher Brothers,2018-01-17,5nklkPTbnSxBbNMt2l3FWU,0.797,0.785,1,-4.146,1,0.281,0.0,0.257,0.736,135.064,175099,4
308,Focus (feat. Masiwei),PSYLIFE.25,Psy.P,18,Masiwei,2020-05-27,7eKEBMnp3fyrnepRiapwTQ,0.718,0.941,1,-3.622,1,0.214,0.0,0.113,0.494,175.996,169091,4
309,Wudidong,Black Cab,Higher Brothers,27,Higher Brothers,2017-05-31,4QM5Yst6tT8zbtK39ptVh0,0.812,0.795,7,-6.741,1,0.21,0.0,0.328,0.616,119.944,244773,4
310,Drive You Home,Drive You Home,Jackson Wang,59,Internet Money,2021-07-29,7uidJM7xBikobIitpHQKZ4,0.653,0.694,1,-6.284,1,0.039,0,0.111,0.226,96.024,216164,4
311,Fire To The Fuse,Fire To The Fuse,League of Legends,72,88rising,2022-11-05,6yK2AGL6oamq6FP8iqmOBw,0.477,0.721,1,-5.458,1,0.0691,1.05e-06,0.0638,0.231,173.92,226207,4
312,LMLY,LMLY,Jackson Wang,66,Jackson Wang,2021-03-26,3Jbpo2slhW2bbVneiJnC9G,0.727,0.736,8,-6.566,1,0.0319,0,0.119,0.717,139.929,209999,4
313,Blow,MAGIC MAN,Jackson Wang,63,Jackson Wang,2022-09-09,53WD6QvMGh7wXQVP0U8Rnr,0.535,0.586,7,-8.256,1,0.107,0,0.0745,0.823,124.853,163933,4
314,I Love You 3000 II,Head In The Clouds II,88rising,64,Jackson Wang,2019-10-11,3witRpHWHqArlnt6GTlH2Y,0.435,0.338,6,-9.109,1,0.066,0,0.412,0.354,179.727,209643,4
315,100 Ways,100 Ways,Jackson Wang,63,Jackson Wang,2020-03-20,4mQMvcRtQou5yI8mjuJ1lf,0.801,0.783,7,-7.08,1,0.241,0,0.285,0.613,109.955,168627,4
316,過 (Should've Let Go),過 (Should've Let Go),Jackson Wang,54,JJ Lin,2020-12-17,1lrafepXruMZB5qHCNqy88,0.691,0.481,0,-6.036,1,0.0338,0,0.0898,0.149,127.936,203787,4
317,Come Alive,MAGIC MAN,Jackson Wang,58,Jackson Wang,2022-09-09,2mrG7QoaHDD1kYhr5jeK9q,0.59,0.689,6,-6.634,0,0.0338,1.79e-05,0.0627,0.667,93.004,172429,4
318,Walking (feat. Swae Lee & Major Lazer),Head In The Clouds II,88rising,61,Jackson Wang,2019-10-11,1qbXrxctv75pm1lWCn6Zw3,0.701,0.663,6,-7.227,1,0.202,1.04e-05,0.131,0.334,100.001,167080,4
319,Pretty Please,Pretty Please,Jackson Wang,58,Galantis,2020-09-04,5Rse8If81NbzXL1ARjHOTB,0.686,0.867,6,-4.396,0,0.0449,4.18e-05,0.396,0.691,126.068,145792,4
320,Mind Games (feat. Jackson Wang),Mind Games (feat. Jackson Wang),88rising,54,Jackson Wang,2022-08-19,6JbxkCyeOto3xXjcFalZ3e,0.652,0.47,11,-8.412,1,0.036,0,0.229,0.32,100.052,193252,4
321,Dopamine,MAGIC MAN,Jackson Wang,59,Jackson Wang,2022-09-09,0oS1B3PW9LyPSzghUKEjf8,0.546,0.588,7,-7.449,1,0.036,9.24e-06,0.266,0.214,114.998,191826,4
322,California (feat. Jackson Wang & Warren Hue) - [Remix],California (feat. Jackson Wang & Warren Hue) [Remix],88rising,53,NIKI,2021-07-15,1SZcEr3Wo7vvK4UUn3bi8v,0.773,0.629,7,-6.232,0,0.0283,1.11e-06,0.189,0.589,141.958,273927,4
323,Dead,LOST & FOUND,Jackson Wang,48,Jackson Wang,2022-03-07,1WThX6BMgvD1XmEkbwPPLs,0.72,0.552,1,-9.346,1,0.158,0.00183,0.111,0.622,90.045,139853,4
324,BULLET TO THE HEART,MIRRORS,Jackson Wang,52,Jackson Wang,2019-10-25,5tkjn7d0Lg2xdccE2aGqs7,0.789,0.452,1,-6.149,1,0.114,0,0.0868,0.675,159.835,145720,4
325,Cruel,MAGIC MAN,Jackson Wang,60,Jackson Wang,2022-09-09,32nxxRcrH6gqlVG2RYYMEN,0.588,0.494,11,-7.129,0,0.0309,0.000114,0.156,0.539,78.99,195020,4
326,Tequila Sunrise (feat. AUGUST 08 & GoldLink),Head In The Clouds II,88rising,53,Higher Brothers,2019-10-11,121bJml1xjrfnZuk2yPsLG,0.8,0.545,0,-6.74,1,0.0765,5.07e-05,0.0929,0.458,99.981,243332,4
327,Vibes,LOST & FOUND,Jackson Wang,47,Jackson Wang,2022-03-07,15GONgBS8aFpccUtE8StIo,0.653,0.563,5,-8.153,1,0.0604,0,0.119,0.452,162.015,159080,4
328,TITANIC (feat. Rich Brian),MIRRORS,Jackson Wang,54,Rich Brian,2019-10-25,6k6pPAqLxleqb3fbMtVjxe,0.894,0.748,11,-8.22,0,0.338,0,0.057,0.697,99.983,141147,4
329,Go Ghost,MAGIC MAN,Jackson Wang,56,Jackson Wang,2022-09-09,7JYg7oZN1CLzxpBtreXWh9,0.733,0.671,7,-5.325,0,0.0399,1.09e-05,0.0848,0.439,95.007,140833,4
330,MAGNETIC (Feat. Jackson Wang),PIECES by RAIN,Rain,50,Jackson Wang,2021-03-03,6TjKxof5hlyeufrKpZS6G1,0.826,0.657,11,-4.481,0,0.122,0,0.277,0.898,159.986,158840,4
331,The Moment,LOST & FOUND,Jackson Wang,46,Jackson Wang,2022-03-07,7dZsUEZyxhry7aBCNZH99d,0.773,0.654,0,-6.333,0,0.0583,0,0.11,0.476,146.074,136347,4
332,M.I.A (feat. Jackson Wang),Wallflower,Afgan,48,Jackson Wang,2021-04-09,6piGF4icHZGnw5FlKULGDs,0.723,0.458,6,-5.572,0,0.17,0,0.0879,0.357,113.954,178799,4
333,Blue,MAGIC MAN,Jackson Wang,59,Jackson Wang,2022-09-09,1zegsS9aVbruFe8hurz87X,0.581,0.495,2,-6.939,1,0.0336,0.000796,0.126,0.391,140.175,159928,4
334,爱 - I Love You 3000 Chinese Version,MIRRORS,Jackson Wang,47,Jackson Wang,2019-10-25,74p24yUzO0uiZmt8v0G4Hg,0.494,0.374,6,-10.45,1,0.0534,4.56e-06,0.409,0.221,180.04,210160,4
